text,label
Regulators review promising pharmaceutical treatment for diabetes,Pharma_Drug
CDC warns of rising cholera cases in Brazil,Disease_Outbreak
National strategy focuses on improving hospital funding access,Health_Policy
Moderna receives approval for new therapy targeting diabetes,Pharma_Drug
Public health teams respond to suspected bird flu outbreak in Brazil,Disease_Outbreak
Health ministry unveils updated framework for health insurance,Health_Policy
National strategy focuses on improving drug pricing access,Health_Policy
Health ministry unveils updated framework for mental health,Health_Policy
New research explores AI tools for detecting diabetes earlier,Medical_Research
Moderna receives approval for new therapy targeting asthma,Pharma_Drug
Biotech company expands production of medication used for heart disease,Pharma_Drug
Clinical trial shows encouraging results for patients with cancer,Medical_Research
public health agency warns of rising dengue cases in Indonesia,Disease_Outbreak
Clinical trial shows encouraging results for patients with cancer,Medical_Research
Hospitals report pressure from growing malaria admissions in Kenya,Disease_Outbreak
Regulators review promising pharmaceutical treatment for Alzheimer's disease,Pharma_Drug
Regulators review promising pharmaceutical treatment for diabetes,Pharma_Drug
Officials expand surveillance as measles infections increase across Brazil,Disease_Outbreak
National strategy focuses on improving drug pricing access,Health_Policy
Drugmaker announces late-stage trial success for Alzheimer's disease medicine,Pharma_Drug
New research explores AI tools for detecting tuberculosis earlier,Medical_Research
Government announces new vaccination policy after expert review,Health_Policy
Scientists identify biomarker linked to heart disease progression,Medical_Research
Researchers report promising findings in cancer treatment study,Medical_Research
Public health teams respond to suspected cholera outbreak in Peru,Disease_Outbreak
Officials expand surveillance as cholera infections increase across Thailand,Disease_Outbreak
National strategy focuses on improving disease surveillance access,Health_Policy
Lawmakers debate reforms to strengthen mental health programs,Health_Policy
Drugmaker announces late-stage trial success for asthma medicine,Pharma_Drug
Public health teams respond to suspected zika outbreak in Indonesia,Disease_Outbreak
Hospitals report pressure from growing malaria admissions in Peru,Disease_Outbreak
Officials expand surveillance as mpox infections increase across Nigeria,Disease_Outbreak
public health agency warns of rising bird flu cases in Thailand,Disease_Outbreak
National strategy focuses on improving drug pricing access,Health_Policy
Government announces new hospital funding policy after expert review,Health_Policy
New research explores AI tools for detecting tuberculosis earlier,Medical_Research
New research explores AI tools for detecting asthma earlier,Medical_Research
New research explores AI tools for detecting diabetes earlier,Medical_Research
Lawmakers debate reforms to strengthen disease surveillance programs,Health_Policy
Biotech company expands production of medication used for asthma,Pharma_Drug
New research explores AI tools for detecting tuberculosis earlier,Medical_Research
Researchers report promising findings in diabetes treatment study,Medical_Research
Scientists identify biomarker linked to tuberculosis progression,Medical_Research
Scientists identify biomarker linked to cancer progression,Medical_Research
Clinical trial shows encouraging results for patients with cancer,Medical_Research
Officials expand surveillance as bird flu infections increase across Peru,Disease_Outbreak
Hospitals report pressure from growing zika admissions in Peru,Disease_Outbreak
National strategy focuses on improving mental health access,Health_Policy
Health ministry unveils updated framework for health insurance,Health_Policy
Researchers report promising findings in tuberculosis treatment study,Medical_Research
Health ministry unveils updated framework for mental health,Health_Policy
Regulators review promising pharmaceutical treatment for diabetes,Pharma_Drug
National strategy focuses on improving hospital funding access,Health_Policy
AstraZeneca receives approval for new therapy targeting cancer,Pharma_Drug
National strategy focuses on improving mental health access,Health_Policy
Regulators review promising pharmaceutical treatment for cancer,Pharma_Drug
Public health teams respond to suspected dengue outbreak in Nigeria,Disease_Outbreak
Drugmaker announces late-stage trial success for tuberculosis medicine,Pharma_Drug
Biotech company expands production of medication used for heart disease,Pharma_Drug
National strategy focuses on improving hospital funding access,Health_Policy
Lawmakers debate reforms to strengthen vaccination programs,Health_Policy
Pfizer receives approval for new therapy targeting asthma,Pharma_Drug
Health ministry unveils updated framework for disease surveillance,Health_Policy
Government announces new drug pricing policy after expert review,Health_Policy
National strategy focuses on improving disease surveillance access,Health_Policy
Researchers report promising findings in heart disease treatment study,Medical_Research
Public health teams respond to suspected zika outbreak in Thailand,Disease_Outbreak
Public health teams respond to suspected mpox outbreak in Peru,Disease_Outbreak
Public health teams respond to suspected cholera outbreak in Vietnam,Disease_Outbreak
New research explores AI tools for detecting asthma earlier,Medical_Research
Hospitals report pressure from growing dengue admissions in Kenya,Disease_Outbreak
Scientists identify biomarker linked to asthma progression,Medical_Research
Drugmaker announces late-stage trial success for heart disease medicine,Pharma_Drug
Officials expand surveillance as dengue infections increase across Peru,Disease_Outbreak
Regulators review promising pharmaceutical treatment for heart disease,Pharma_Drug
Government announces new disease surveillance policy after expert review,Health_Policy
Biotech company expands production of medication used for heart disease,Pharma_Drug
Hospitals report pressure from growing typhoid admissions in Kenya,Disease_Outbreak
Researchers report promising findings in cancer treatment study,Medical_Research
Health ministry unveils updated framework for mental health,Health_Policy
